,Group,Year,EC votes,Votes counted,Votes counted normalized,Votes counted %,EC votes normalized,Pop vote per EC vote,Average weight,State count,States in group
228,Midwest,1952,145.0,20589247,16883183.0,33.34,177.04,141995.0,0.82,10,"IL,IN,IA,KS,MI,MN,MO,NE,OH,WI"
229,Northeast,1952,117.0,17609073,13558986.0,28.52,151.42,150505.0,0.77,5,"CT,MA,NJ,NY,PA"
230,Small,1952,53.0,3512667,6147167.0,5.69,30.21,66277.0,1.75,14,"AZ,DE,ID,ME,MT,NV,NH,NM,ND,RI,SD,UT,VT,WY"
231,South,1952,163.0,12271482,18898082.0,19.87,105.52,75285.0,1.54,15,"AL,AR,FL,GA,KY,LA,MD,MS,NC,OK,SC,TN,TX,VA,WV"
232,West,1952,53.0,7769473,6137884.0,12.58,66.81,146594.0,0.79,4,"CA,CO,OR,WA"
233,Nat'l Average,1952,531.0,61751942,61751942.0,100.0,531.0,116294.0,1.0,48,All 47
234,Midwest,1956,145.0,20565816,16863969.0,33.16,176.08,141833.0,0.82,10,"IL,IN,IA,KS,MI,MN,MO,NE,OH,WI"
235,Northeast,1956,117.0,17619302,13743056.0,28.41,150.85,150592.0,0.78,5,"CT,MA,NJ,NY,PA"
236,Small,1956,53.0,3528193,6174338.0,5.69,30.21,66570.0,1.75,14,"AZ,DE,ID,ME,MT,NV,NH,NM,ND,RI,SD,UT,VT,WY"
237,South,1956,163.0,12292102,19052758.0,19.82,105.24,75412.0,1.55,15,"AL,AR,FL,GA,KY,LA,MD,MS,NC,OK,SC,TN,TX,VA,WV"
238,West,1956,53.0,8015915,6172255.0,12.92,68.63,151244.0,0.77,4,"CA,CO,OR,WA"
239,Nat'l Average,1956,531.0,62021328,62021328.0,100.0,531.0,116801.0,1.0,48,All 47
240,Midwest,1960,145.0,22393846,18586892.0,32.53,174.71,154440.0,0.83,10,"IL,IN,IA,KS,MI,MN,MO,NE,OH,WI"
241,Northeast,1960,117.0,18763094,15010475.0,27.26,146.38,160368.0,0.8,5,"CT,MA,NJ,NY,PA"
242,Small,1960,59.0,4227840,7567834.0,6.14,32.98,71658.0,1.79,16,"AK,AZ,DE,HI,ID,ME,MT,NV,NH,NM,ND,RI,SD,UT,VT,WY"
243,South,1960,163.0,14186885,20854721.0,20.61,110.68,87036.0,1.47,15,"AL,AR,FL,GA,KY,LA,MD,MS,NC,OK,SC,TN,TX,VA,WV"
244,West,1960,53.0,9260817,6760396.0,13.45,72.25,174732.0,0.73,4,"CA,CO,OR,WA"
245,Nat'l Average,1960,537.0,68832482,68832482.0,100.0,537.0,128180.0,1.0,50,All 49
246,Midwest,1964,136.0,21073341,17912340.0,29.83,160.5,154951.0,0.85,9,"IL,IN,IA,KS,MI,MN,MO,OH,WI"
247,Northeast,1964,111.0,18398851,14535092.0,26.05,140.13,165755.0,0.79,5,"CT,MA,NJ,NY,PA"
248,Small,1964,68.0,5088296,8904518.0,7.2,38.75,74828.0,1.75,18,"AK,AZ,DE,DC,HI,ID,ME,MT,NE,NV,NH,NM,ND,RI,SD,UT,VT,WY"
249,South,1964,162.0,16199363,21221166.0,22.93,123.38,99996.0,1.31,15,"AL,AR,FL,GA,KY,LA,MD,MS,NC,OK,SC,TN,TX,VA,WV"
250,West,1964,61.0,9879433,8002341.0,13.99,75.24,161958.0,0.81,4,"CA,CO,OR,WA"
251,Nat'l Average,1964,538.0,70639284,70639284.0,100.0,538.0,131300.0,1.0,51,All 50 + DC
252,Midwest,1968,136.0,21139558,18602811.0,28.88,155.37,155438.0,0.88,9,"IL,IN,IA,KS,MI,MN,MO,OH,WI"
253,Northeast,1968,111.0,18001373,15121153.0,24.59,132.31,162175.0,0.84,5,"CT,MA,NJ,NY,PA"
254,Small,1968,68.0,5090628,9264943.0,6.95,37.41,74862.0,1.82,18,"AK,AZ,DE,DC,HI,ID,ME,MT,NE,NV,NH,NM,ND,RI,SD,UT,VT,WY"
255,South,1968,162.0,18781750,21974648.0,25.66,138.04,115937.0,1.17,15,"AL,AR,FL,GA,KY,LA,MD,MS,NC,OK,SC,TN,TX,VA,WV"
256,West,1968,61.0,10186689,8251218.0,13.92,74.87,166995.0,0.81,4,"CA,CO,OR,WA"
257,Nat'l Average,1968,538.0,73199998,73199998.0,100.0,538.0,136059.0,1.0,51,All 50 + DC
258,Midwest,1972,133.0,22023047,19160051.0,28.33,152.4,165587.0,0.87,9,"IL,IN,IA,KS,MI,MN,MO,OH,WI"
259,Northeast,1972,107.0,18594197,15433184.0,23.92,128.67,173778.0,0.83,5,"CT,MA,NJ,NY,PA"
260,Small,1972,62.0,5102454,8980319.0,6.56,35.31,82298.0,1.76,17,"AK,DE,DC,HI,ID,ME,MT,NE,NV,NH,NM,ND,RI,SD,UT,VT,WY"
261,South,1972,163.0,19650285,23580342.0,25.28,135.98,120554.0,1.2,15,"AL,AR,FL,GA,KY,LA,MD,MS,NC,OK,SC,TN,TX,VA,WV"
262,West,1972,73.0,12374044,10517937.0,15.92,85.63,169507.0,0.85,5,"AZ,CA,CO,OR,WA"
263,Nat'l Average,1972,538.0,77744027,77744027.0,100.0,538.0,144506.0,1.0,51,All 50 + DC
264,Midwest,1976,133.0,22946835,20193215.0,28.14,151.42,172533.0,0.88,9,"IL,IN,IA,KS,MI,MN,MO,OH,WI"
265,Northeast,1976,107.0,18089567,16280610.0,22.19,119.37,169061.0,0.9,5,"CT,MA,NJ,NY,PA"
266,Small,1976,62.0,5432503,9398230.0,6.66,35.85,87621.0,1.73,17,"AK,DE,DC,HI,ID,ME,MT,NE,NV,NH,NM,ND,RI,SD,UT,VT,WY"
267,South,1976,163.0,22786298,24609202.0,27.95,150.36,139793.0,1.08,15,"AL,AR,FL,GA,KY,LA,MD,MS,NC,OK,SC,TN,TX,VA,WV"
268,West,1976,73.0,12276381,11048743.0,15.06,81.01,168170.0,0.9,5,"AZ,CA,CO,OR,WA"
269,Nat'l Average,1976,538.0,81531584,81531584.0,100.0,538.0,151546.0,1.0,51,All 50 + DC
270,Midwest,1980,133.0,23907536,21277707.0,27.64,148.68,179756.0,0.89,9,"IL,IN,IA,KS,MI,MN,MO,OH,WI"
271,Northeast,1980,107.0,17669727,17139635.0,20.43,109.89,165138.0,0.97,5,"CT,MA,NJ,NY,PA"
272,Small,1980,62.0,5964120,9960080.0,6.89,37.09,96195.0,1.67,17,"AK,DE,DC,HI,ID,ME,MT,NE,NV,NH,NM,ND,RI,SD,UT,VT,WY"
273,South,1980,163.0,25398962,26160931.0,29.36,157.95,155822.0,1.03,15,"AL,AR,FL,GA,KY,LA,MD,MS,NC,OK,SC,TN,TX,VA,WV"
274,West,1980,73.0,13569333,11805320.0,15.69,84.39,185881.0,0.87,5,"AZ,CA,CO,OR,WA"
275,Nat'l Average,1980,538.0,86509678,86509678.0,100.0,538.0,160799.0,1.0,51,All 50 + DC
276,Midwest,1984,126.0,24162466,21746219.0,26.08,140.3,191766.0,0.9,9,"IL,IN,IA,KS,MI,MN,MO,OH,WI"
277,Northeast,1984,98.0,18895928,16817376.0,20.39,109.72,192816.0,0.89,5,"CT,MA,NJ,NY,PA"
278,Small,1984,64.0,6290572,11008501.0,6.79,36.53,98290.0,1.75,17,"AK,DE,DC,HI,ID,ME,MT,NE,NV,NH,NM,ND,RI,SD,UT,VT,WY"
279,South,1984,171.0,28367129,29501814.0,30.62,164.72,165890.0,1.04,15,"AL,AR,FL,GA,KY,LA,MD,MS,NC,OK,SC,TN,TX,VA,WV"
280,West,1984,79.0,14937138,13592796.0,16.12,86.73,189078.0,0.91,5,"AZ,CA,CO,OR,WA"
281,Nat'l Average,1984,538.0,92653233,92653233.0,100.0,538.0,172218.0,1.0,51,All 50 + DC
282,Midwest,1988,126.0,23390887,21519616.0,25.54,137.39,185642.0,0.92,9,"IL,IN,IA,KS,MI,MN,MO,OH,WI"
283,Northeast,1988,98.0,18197686,16741871.0,19.87,106.89,185691.0,0.92,5,"CT,MA,NJ,NY,PA"
284,Small,1988,64.0,6393037,10868163.0,6.98,37.55,99891.0,1.7,17,"AK,DE,DC,HI,ID,ME,MT,NE,NV,NH,NM,ND,RI,SD,UT,VT,WY"
285,South,1988,171.0,28114798,29239390.0,30.69,165.14,164414.0,1.04,15,"AL,AR,FL,GA,KY,LA,MD,MS,NC,OK,SC,TN,TX,VA,WV"
286,West,1988,79.0,15498278,13483502.0,16.92,91.03,196181.0,0.87,5,"AZ,CA,CO,OR,WA"
287,Nat'l Average,1988,538.0,91594686,91594686.0,100.0,538.0,170250.0,1.0,51,All 50 + DC
288,Midwest,1992,118.0,26352860,22926988.0,25.24,135.77,223329.0,0.87,9,"IL,IN,IA,KS,MI,MN,MO,OH,WI"
289,Northeast,1992,91.0,19620235,17658212.0,18.79,101.08,215607.0,0.9,5,"CT,MA,NJ,NY,PA"
290,Small,1992,68.0,8088662,13184519.0,7.75,41.67,118951.0,1.63,18,"AK,DE,DC,HI,ID,ME,MT,NE,NV,NH,NM,ND,RI,SD,UT,VT,WV,WY"
291,South,1992,173.0,32424051,33721013.0,31.05,167.05,187422.0,1.04,14,"AL,AR,FL,GA,KY,LA,MD,MS,NC,OK,SC,TN,TX,VA"
292,West,1992,88.0,17938115,17041209.0,17.18,92.42,203842.0,0.95,5,"AZ,CA,CO,OR,WA"
293,Nat'l Average,1992,538.0,104423923,104423923.0,100.0,538.0,194097.0,1.0,51,All 50 + DC
294,Midwest,1996,118.0,23685760,21080326.0,24.6,132.36,200727.0,0.89,9,"IL,IN,IA,KS,MI,MN,MO,OH,WI"
295,Northeast,1996,91.0,17847453,16241182.0,18.54,99.73,196126.0,0.91,5,"CT,MA,NJ,NY,PA"
296,Small,1996,68.0,7512760,12170671.0,7.8,41.98,110482.0,1.62,18,"AK,DE,DC,HI,ID,ME,MT,NE,NV,NH,NM,ND,RI,SD,UT,VT,WV,WY"
297,South,1996,173.0,30663238,30969870.0,31.85,171.35,177244.0,1.01,14,"AL,AR,FL,GA,KY,LA,MD,MS,NC,OK,SC,TN,TX,VA"
298,West,1996,88.0,16566190,15737880.0,17.21,92.57,188252.0,0.95,5,"AZ,CA,CO,OR,WA"
299,Nat'l Average,1996,538.0,96275401,96275401.0,100.0,538.0,178951.0,1.0,51,All 50 + DC
300,Midwest,2000,118.0,25664348,23097913.0,24.35,130.99,217494.0,0.9,9,"IL,IN,IA,KS,MI,MN,MO,OH,WI"
301,Northeast,2000,91.0,19084853,17748913.0,18.11,97.41,209724.0,0.93,5,"CT,MA,NJ,NY,PA"
302,Small,2000,68.0,8166311,13311087.0,7.75,41.68,120093.0,1.63,18,"AK,DE,DC,HI,ID,ME,MT,NE,NV,NH,NM,ND,RI,SD,UT,VT,WV,WY"
303,South,2000,173.0,34228947,33886658.0,32.47,174.71,197855.0,0.99,14,"AL,AR,FL,GA,KY,LA,MD,MS,NC,OK,SC,TN,TX,VA"
304,West,2000,88.0,18260641,17165003.0,17.32,93.2,207507.0,0.94,5,"AZ,CA,CO,OR,WA"
305,Nat'l Average,2000,538.0,105405100,105405100.0,100.0,538.0,195920.0,1.0,51,All 50 + DC
306,Midwest,2004,113.0,29460906,25630988.0,24.09,129.6,260716.0,0.87,9,"IL,IN,IA,KS,MI,MN,MO,OH,WI"
307,Northeast,2004,86.0,21263474,19562396.0,17.39,93.54,247250.0,0.92,5,"CT,MA,NJ,NY,PA"
308,Small,2004,69.0,9553496,15667733.0,7.81,42.03,138456.0,1.64,18,"AK,DE,DC,HI,ID,ME,MT,NE,NV,NH,NM,ND,RI,SD,UT,VT,WV,WY"
309,South,2004,178.0,40756836,40349268.0,33.33,179.3,228971.0,0.99,14,"AL,AR,FL,GA,KY,LA,MD,MS,NC,OK,SC,TN,TX,VA"
310,West,2004,92.0,21260134,20834931.0,17.38,93.53,231088.0,0.98,5,"AZ,CA,CO,OR,WA"
311,Nat'l Average,2004,538.0,122294846,122294846.0,100.0,538.0,227314.0,1.0,51,All 50 + DC
312,Midwest,2008,113.0,30575527,27517974.0,23.28,125.27,270580.0,0.9,9,"IL,IN,IA,KS,MI,MN,MO,OH,WI"
313,Northeast,2008,86.0,22250222,20915209.0,16.94,91.16,258724.0,0.94,5,"CT,MA,NJ,NY,PA"
314,Small,2008,69.0,10060761,16801471.0,7.66,41.22,145808.0,1.67,18,"AK,DE,DC,HI,ID,ME,MT,NE,NV,NH,NM,ND,RI,SD,UT,VT,WV,WY"
315,South,2008,178.0,45305731,43493502.0,34.5,185.62,254527.0,0.96,14,"AL,AR,FL,GA,KY,LA,MD,MS,NC,OK,SC,TN,TX,VA"
316,West,2008,92.0,23121579,22427932.0,17.61,94.73,251322.0,0.97,5,"AZ,CA,CO,OR,WA"
317,Nat'l Average,2008,538.0,131313820,131313820.0,100.0,538.0,244078.0,1.0,51,All 50 + DC
318,Midwest,2012,107.0,29682825,25527230.0,22.99,123.71,277410.0,0.86,9,"IL,IN,IA,KS,MI,MN,MO,OH,WI"
319,Northeast,2012,81.0,21201848,19505700.0,16.42,88.36,261751.0,0.92,5,"CT,MA,NJ,NY,PA"
320,Small,2012,59.0,7932768,14120327.0,6.15,33.06,134454.0,1.78,16,"AK,DE,DC,HI,ID,ME,MT,NE,NH,NM,ND,RI,SD,VT,WV,WY"
321,South,2012,185.0,45413502,44505232.0,35.18,189.27,245478.0,0.98,14,"AL,AR,FL,GA,KY,LA,MD,MS,NC,OK,SC,TN,TX,VA"
322,West,2012,106.0,24854463,25351552.0,19.25,103.59,234476.0,1.02,7,"AZ,CA,CO,NV,OR,UT,WA"
323,Nat'l Average,2012,538.0,129085410,129085410.0,100.0,538.0,239936.0,1.0,51,All 50 + DC
324,Midwest,2016,107.0,30047154,27042439.0,21.99,118.28,280815.0,0.9,9,"IL,IN,IA,KS,MI,MN,MO,OH,WI"
325,Northeast,2016,81.0,22730943,20685158.0,16.63,89.48,280629.0,0.91,5,"CT,MA,NJ,NY,PA"
326,Small,2016,59.0,8288734,15002609.0,6.06,32.63,140487.0,1.81,16,"AK,DE,DC,HI,ID,ME,MT,NE,NH,NM,ND,RI,SD,VT,WV,WY"
327,South,2016,185.0,48492229,47037462.0,35.48,190.89,262120.0,0.97,14,"AL,AR,FL,GA,KY,LA,MD,MS,NC,OK,SC,TN,TX,VA"
328,West,2016,106.0,27110177,26839075.0,19.84,106.72,255756.0,0.99,7,"AZ,CA,CO,NV,OR,UT,WA"
329,Nat'l Average,2016,538.0,136669276,136669276.0,100.0,538.0,254032.0,1.0,51,All 50 + DC
330,Midwest,2020,107.0,33192708,31533073.0,20.96,112.75,310212.0,0.95,9,"IL,IN,IA,KS,MI,MN,MO,OH,WI"
331,Northeast,2020,81.0,25515137,23729077.0,16.11,86.67,315002.0,0.93,5,"CT,MA,NJ,NY,PA"
332,Small,2020,54.0,9501359,15867270.0,6.0,32.27,175951.0,1.67,16,"AK,DE,DC,HI,ID,ME,MT,NE,NH,NM,ND,RI,SD,VT,WV,WY"
333,South,2020,185.0,56671540,54404678.0,35.78,192.51,306333.0,0.96,14,"AL,AR,FL,GA,KY,LA,MD,MS,NC,OK,SC,TN,TX,VA"
334,West,2020,106.0,33500794,31155738.0,21.15,113.8,316045.0,0.93,7,"AZ,CA,CO,NV,OR,UT,WA"
335,Nat'l Average,2020,538.0,158381538,158381538.0,100.0,538.0,294389.0,1.0,51,All 50 + DC
